Oración original,Label original,Puntaje Positivo,Puntaje Negativo,Resultado de inferencia,Sentimiento clasificado,Tiempo de ejecución
it is shame about gm what if they are forced to make only cars the white house thinks will sell what do you think,0,0.0,2.0,3.2745098039215668,Negative,0.0
as may have noticed not too happy about the gm situation nor aig lehman et al,0,1.0,0.0,5.192645703019734,Neutral,0.0010066032409667969
gm good riddance sad though,0,1.0,1.0,4.831529388442859,Neutral,0.0
will never buy government motors vehicle until just recently drove gm cars since when bought,0,0.0,0.0,5.0,Neutral,0.0
having the old coca cola guy on the gm board is stupid has heck tcot ala,0,0.0,1.0,4.623188405797102,Neutral,0.0
rantsandraves the worst thing about gm concord pleasant hill martinez is the fucking uaw,0,1.0,1.0,4.831529388442859,Neutral,0.0
give man fish feed him for the day teach him to fish feed him for life buy him gm and him over for good,0,1.0,0.0,5.192645703019734,Neutral,0.0
the more hear about this gm thing the more angry get billions wasted more bullshit all for something like employees and all the,0,1.0,3.0,3.6953609847862205,Neutral,0.0
own gm car and it is junk as far as quality compared to honda,0,0.0,0.0,5.0,Neutral,0.0
sad day bankrupt gm,0,0.0,2.0,3.2745098039215668,Negative,0.0009992122650146484
is upset about the whole gm thing life as know it is so screwed up,0,0.0,2.0,3.2745098039215668,Negative,0.0
whoever is running time warner needs to be repeatedly raped by rhino so they understand the consequences of putting out shitty cable svcs,0,0.0,2.0,3.2745098039215668,Negative,0.0
wftb joining bit late my connection was down boo time warner,0,0.0,0.0,5.0,Neutral,0.0
cox or time warner cox is cheaper and gets on dslreports tw is more expensive and gets,0,0.0,0.0,5.0,Neutral,0.0
am furious with time warner and their phone promotions,0,0.0,1.0,4.623188405797102,Neutral,0.0
just got home from chick fil with the boys damn my internets down stupid time warner,0,0.0,2.0,3.2745098039215668,Negative,0.0
could time warner cable suck more no,0,0.0,2.0,3.2745098039215668,Negative,0.0
pissed at time warner for causin me to have slow internet problems,0,0.0,2.0,3.2745098039215668,Negative,0.0009996891021728516
umm having some time warner problems,0,0.0,1.0,4.623188405797102,Neutral,0.0
you guys see this why does time warner have to suck so much ass really wish could get verse at my apartment,0,1.0,2.0,3.8514860466357166,Neutral,0.0
rt the upside to time warner unhelpful phone operators superslow on site service crap that not an upside,0,0.0,1.0,4.623188405797102,Neutral,0.0
rt new time warner slogan time warner where we make you long for the days before cable,0,0.0,0.0,5.0,Neutral,0.0
confirmed it time warner fault not facebook that fb is taking about minutes to load so tempted to switch to verizon,0,0.0,1.0,4.623188405797102,Neutral,0.0
time warner epic fail,0,0.0,1.0,4.623188405797102,Neutral,0.0
know how sad is that rt st day of hurricane season that less scarey than govt taking over gm,0,0.0,2.0,3.2745098039215668,Negative,0.0
gm files bankruptcy not good sign,0,1.0,0.0,5.192645703019734,Neutral,0.0009999275207519531
yankees won mets lost its good day,1,2.0,1.0,5.342800918917953,Neutral,0.0
my dentist appt today was actually quite enjoyable,1,1.0,0.0,5.192645703019734,Neutral,0.0
hate the effing dentist,0,0.0,1.0,4.623188405797102,Neutral,0.0
hate going to the dentist,0,0.0,1.0,4.623188405797102,Neutral,0.0
hate the dentist who invented them anyways,0,0.0,1.0,4.623188405797102,Neutral,0.0
this dentist office is cold,0,0.0,0.0,5.0,Neutral,0.0
just applied at safeway yee,1,0.0,0.0,5.0,Neutral,0.0
safeway place is nightmare right now bumming,0,0.0,0.0,5.0,Neutral,0.0009999275207519531
hate safeway select green tea icecream bought two cartons what waste of money gt lt,0,1.0,2.0,3.8514860466357166,Neutral,0.0
nike rocks super grateful for what ve done with them amp the european division of nike is beyond,1,2.0,0.0,5.789858805013037,Neutral,0.0
have you tried nike addictive,1,0.0,0.0,5.0,Neutral,0.0
the nike training club beta iphone app looks very interesting,1,1.0,0.0,5.192645703019734,Neutral,0.0
argghh why won my jquery appear in safari bad safari,0,1.0,1.0,4.831529388442859,Neutral,0.0
ready to drop the pretenses am forever in love with jquery and want to marry it sorry ladies this nerd is jquery spokenfor js,1,3.0,3.0,4.904761904761906,Neutral,0.0
super investors great weekend read here from warren buffet oldie but goodie,1,2.0,0.0,5.789858805013037,Neutral,0.0
reading michael palin book the python years great book also recommend warren buffet amp nelson mandela bio,1,2.0,0.0,5.789858805013037,Neutral,0.0
mean down with notre dame if have to it good school be closer to dan enjoy it,1,2.0,0.0,5.789858805013037,Neutral,0.0
can watch tv without tivo and after all these years the time warner dvr still sucks,0,0.0,1.0,4.623188405797102,Neutral,0.0
say some sports writers are idiots for saying roger federer is one of the best ever in tennis roger federer is the best ever in tennis,1,2.0,0.0,5.789858805013037,Neutral,0.0
still love my kindle but reading the new york times on it does not feel natural miss the bloomingdale ads,0,2.0,1.0,5.342800918917953,Neutral,0.0
love my kindle no more stacks of books to trip over on the way to the loo,1,1.0,1.0,4.831529388442859,Neutral,0.0
although today keynote rocked for every great announcement at amp shit on us just little bit more,0,1.0,1.0,4.831529388442859,Neutral,0.0
its not so much my obsession with cell phones but the iphone slave to at amp forever because of it,0,0.0,1.0,4.623188405797102,Neutral,0.0
fuzzball is more fun than at amp,0,1.0,0.0,5.192645703019734,Neutral,0.0
today is good day to dislike at amp vote out of office indeed,0,1.0,1.0,4.831529388442859,Neutral,0.0
got my wave sandbox invite extra excited too bad have class now but ll play with it soon enough io wave,1,3.0,1.0,5.8085782458072375,Neutral,0.0
looks like summize has gone down too many tweets from wwdc perhaps,0,1.0,0.0,5.192645703019734,Neutral,0.0
thanks so much from one of your very happy kindle winners was so surprised fabulous thank you best kathleen,1,7.0,0.0,8.333333333333332,Positive,0.0019998550415039062
man kinda dislike apple right now case in point the iphone gs wish there was video recorder app please,0,2.0,1.0,5.342800918917953,Neutral,0.0
have kindle amp sony prs like it physical device feels good font is nice pg turns are snappy enuf ui little klunky,1,3.0,0.0,7.0736810187992765,Positive,0.0
the kindle seems the best ereader but will it work in the uk and where can get one,1,1.0,0.0,5.192645703019734,Neutral,0.0
have google addiction thank you for pointing that out hahaha,1,2.0,0.0,5.789858805013037,Neutral,0.0
dearest you rich bastards the visa card you sent me doesn work why screw little guy like me,0,3.0,2.0,5.045078577336647,Neutral,0.0025177001953125
excited about seeing bobby flay and guy fieri tomorrow at the great american food amp music fest,1,2.0,0.0,5.789858805013037,Neutral,0.0
gonna go see bobby flay moro at shoreline eat and drink gonna be good,1,1.0,0.0,5.192645703019734,Neutral,0.0
can wait for the great american food and music festival at shoreline tomorrow mm katz pastrami and bobby flay yes please,1,4.0,0.0,8.303571428571429,Positive,0.0
my dad was in ny for day we ate at mesa grill last night and met bobby flay so much fun except completely lost my voice today,1,1.0,1.0,4.831529388442859,Neutral,0.0
fighting with latex again,0,0.0,1.0,4.623188405797102,Neutral,0.0
we love you too and don want you to die latex the devil,0,2.0,2.0,4.67637533053079,Neutral,0.0
hours hours of inkscape crashing normally solid as rock hours of latex complaining at the slightest thing can take any more,0,1.0,1.0,4.831529388442859,Neutral,0.0010097026824951172
shit hitting the fan in iran craziness indeed iranelection,0,1.0,2.0,3.8514860466357166,Neutral,0.0
monday already iran may implode kitchen is disaster seems happy had nice weekend and is great whoop,0,3.0,1.0,5.8085782458072375,Neutral,0.0
getting ready to test out some burger receipes this weekend bobby flay has some great receipes to try thanks bobby,1,3.0,0.0,7.0736810187992765,Positive,0.0
lam so in love with bobby flay he is my favorite rt you need place in phoenix we have great peppers here,1,3.0,0.0,7.0736810187992765,Positive,0.0
just created my first latex file from scratch that didn work out very well see it great time waster,0,3.0,0.0,7.0736810187992765,Positive,0.0
using linux and loving it so much nicer than windows looking forward to using the wysiwyg latex editor,1,2.0,0.0,5.789858805013037,Neutral,0.0
after using latex lot any other typeset mathematics just looks hideous,1,0.0,0.0,5.0,Neutral,0.0
on that note hate word hate pages hate latex there said it hate latex all you texn rds can come kill me now,0,0.0,5.0,1.6666666666666667,Negative,0.0009999275207519531
ahh back in real text editing environment lt latex,1,0.0,0.0,5.0,Neutral,0.0
trouble in iran see hmm iran iran so far away flockofseagullsweregeopoliticallycorrect,0,0.0,1.0,4.623188405797102,Neutral,0.0
reading the tweets coming out of iran the whole thing is terrifying and incredibly sad,0,0.0,2.0,3.2745098039215668,Negative,0.0
